Year,Month,dewey,counts
2016,04-26,100,147
2016,04-26,200,73
2016,04-26,300,461
2016,04-26,400,44
2016,04-26,500,348
2016,04-26,600,731
2016,04-26,700,1051
2016,04-26,800,225
2016,04-26,900,386
2016,04-27,0,4761
2016,04-27,100,155
2016,04-27,200,90
2016,04-27,300,505
2016,04-27,400,35
2016,04-27,500,283
2016,04-27,600,739
2016,04-27,700,1200
2016,04-27,800,240
2016,04-27,900,410
2016,04-28,0,4363
2016,04-28,100,180
2016,04-28,200,104
2016,04-28,300,457
2016,04-28,400,29
2016,04-28,500,307
2016,04-28,600,779
2016,04-28,700,1200
2016,04-28,800,199
2016,04-28,900,365
2016,04-29,0,3152
2016,04-29,100,116
2016,04-29,200,72
2016,04-29,300,317
2016,04-29,400,24
2016,04-29,500,212
2016,04-29,600,501
2016,04-29,700,730
2016,04-29,800,145
2016,04-29,900,244
2016,04-30,0,4820
2016,04-30,100,160
2016,04-30,200,102
2016,04-30,300,500
2016,04-30,400,33
2016,04-30,500,299
2016,04-30,600,760
2016,04-30,700,1257
2016,04-30,800,166
2016,04-30,900,454
2016,05-01,0,2819
2016,05-01,100,84
2016,05-01,200,46
2016,05-01,300,271
2016,05-01,400,15
2016,05-01,500,245
2016,05-01,600,436
2016,05-01,700,799
2016,05-01,800,104
2016,05-01,900,227
2016,05-02,0,4723
2016,05-02,100,155
2016,05-02,200,97
2016,05-02,300,488
2016,05-02,400,28
2016,05-02,500,350
2016,05-02,600,746
2016,05-02,700,1105
2016,05-02,800,230
2016,05-02,900,476
2016,05-03,0,4587
2016,05-03,100,171
2016,05-03,200,90
2016,05-03,300,444
2016,05-03,400,31
2016,05-03,500,323
2016,05-03,600,701
2016,05-03,700,1117
2016,05-03,800,220
2016,05-03,900,386
2016,05-04,0,5139
2016,05-04,100,141
2016,05-04,200,110
2016,05-04,300,475
2016,05-04,400,42
2016,05-04,500,375
2016,05-04,600,702
2016,05-04,700,1118
2016,05-04,800,265
2016,05-04,900,389
2016,05-05,0,4347
2016,05-05,100,152
2016,05-05,200,67
2016,05-05,300,451
2016,05-05,400,34
2016,05-05,500,268
2016,05-05,600,676
2016,05-05,700,981
2016,05-05,800,165
2016,05-05,900,347
2016,05-06,0,2555
2016,05-06,100,87
2016,05-06,200,38
2016,05-06,300,270
2016,05-06,400,14
2016,05-06,500,174
2016,05-06,600,433
2016,05-06,700,662
2016,05-06,800,122
2016,05-06,900,202
2016,05-07,0,4159
2016,05-07,100,139
2016,05-07,200,89
2016,05-07,300,479
2016,05-07,400,16
2016,05-07,500,283
2016,05-07,600,703
2016,05-07,700,1182
2016,05-07,800,199
2016,05-07,900,389
2016,05-08,0,2989
2016,05-08,100,102
2016,05-08,200,67
2016,05-08,300,313
2016,05-08,400,19
2016,05-08,500,228
2016,05-08,600,470
2016,05-08,700,878
2016,05-08,800,114
2016,05-08,900,286
2016,05-09,0,5349
2016,05-09,100,189
2016,05-09,200,98
2016,05-09,300,472
2016,05-09,400,31
2016,05-09,500,330
2016,05-09,600,759
2016,05-09,700,1293
2016,05-09,800,208
2016,05-09,900,459
2016,05-10,0,4228
2016,05-10,100,157
2016,05-10,200,83
2016,05-10,300,434
2016,05-10,400,28
2016,05-10,500,344
2016,05-10,600,794
2016,05-10,700,1076
2016,05-10,800,194
2016,05-10,900,354
2016,05-11,0,4443
2016,05-11,100,150
2016,05-11,200,75
2016,05-11,300,394
2016,05-11,400,55
2016,05-11,500,350
2016,05-11,600,643
2016,05-11,700,1094
2016,05-11,800,179
2016,05-11,900,374
2016,05-12,0,4142
2016,05-12,100,159
2016,05-12,200,62
2016,05-12,300,435
2016,05-12,400,39
2016,05-12,500,333
2016,05-12,600,739
2016,05-12,700,1053
2016,05-12,800,180
2016,05-12,900,378
2016,05-13,0,2721
2016,05-13,100,113
2016,05-13,200,52
2016,05-13,300,276
2016,05-13,400,17
2016,05-13,500,184
2016,05-13,600,460
2016,05-13,700,711
2016,05-13,800,132
2016,05-13,900,231
2016,05-14,0,5478
2016,05-14,100,172
2016,05-14,200,98
2016,05-14,300,477
2016,05-14,400,35
2016,05-14,500,391
2016,05-14,600,829
2016,05-14,700,1364
2016,05-14,800,210
2016,05-14,900,351
2016,05-15,0,3199
2016,05-15,100,95
2016,05-15,200,50
2016,05-15,300,344
2016,05-15,400,22
2016,05-15,500,288
2016,05-15,600,558
2016,05-15,700,866
2016,05-15,800,128
2016,05-15,900,272
2016,05-16,0,5429
2016,05-16,100,185
2016,05-16,200,90
2016,05-16,300,496
2016,05-16,400,41
2016,05-16,500,408
2016,05-16,600,863
2016,05-16,700,1312
2016,05-16,800,253
2016,05-16,900,452
2016,05-17,0,4409
2016,05-17,100,162
2016,05-17,200,75
2016,05-17,300,394
2016,05-17,400,26
2016,05-17,500,322
2016,05-17,600,706
2016,05-17,700,1104
2016,05-17,800,185
2016,05-17,900,382
2016,05-18,0,4674
2016,05-18,100,148
2016,05-18,200,66
2016,05-18,300,454
2016,05-18,400,39
2016,05-18,500,295
2016,05-18,600,679
2016,05-18,700,1054
2016,05-18,800,196
2016,05-18,900,359
2016,05-19,0,4241
2016,05-19,100,158
2016,05-19,200,83
2016,05-19,300,417
2016,05-19,400,26
2016,05-19,500,266
2016,05-19,600,675
2016,05-19,700,1127
2016,05-19,800,170
2016,05-19,900,405
2016,05-20,0,3002
2016,05-20,100,99
2016,05-20,200,76
2016,05-20,300,276
2016,05-20,400,21
2016,05-20,500,213
2016,05-20,600,527
2016,05-20,700,691
2016,05-20,800,155
2016,05-20,900,214
2016,05-21,0,5347
2016,05-21,100,173
2016,05-21,200,92
2016,05-21,300,576
2016,05-21,400,40
2016,05-21,500,424
2016,05-21,600,865
2016,05-21,700,1401
2016,05-21,800,232
2016,05-21,900,458
2016,05-22,0,3115
2016,05-22,100,111
2016,05-22,200,50
2016,05-22,300,352
2016,05-22,400,21
2016,05-22,500,181
2016,05-22,600,418
2016,05-22,700,832
2016,05-22,800,149
2016,05-22,900,268
2016,05-23,0,5268
2016,05-23,100,187
2016,05-23,200,103
2016,05-23,300,497
2016,05-23,400,44
2016,05-23,500,407
2016,05-23,600,821
2016,05-23,700,1352
2016,05-23,800,243
2016,05-23,900,433
2016,05-24,0,4814
2016,05-24,100,165
2016,05-24,200,123
2016,05-24,300,484
2016,05-24,400,34
2016,05-24,500,353
2016,05-24,600,763
2016,05-24,700,1044
2016,05-24,800,194
2016,05-24,900,352
2016,05-25,0,4886
2016,05-25,100,166
2016,05-25,200,91
2016,05-25,300,486
2016,05-25,400,41
2016,05-25,500,336
2016,05-25,600,670
2016,05-25,700,1204
2016,05-25,800,180
2016,05-25,900,386
2016,05-26,0,4771
2016,05-26,100,146
2016,05-26,200,70
2016,05-26,300,443
2016,05-26,400,30
2016,05-26,500,338
2016,05-26,600,689
2016,05-26,700,1043
2016,05-26,800,240
2016,05-26,900,443
2016,05-27,0,3249
2016,05-27,100,90
2016,05-27,200,85
2016,05-27,300,349
2016,05-27,400,20
2016,05-27,500,180
2016,05-27,600,458
2016,05-27,700,775
2016,05-27,800,142
2016,05-27,900,288
2016,05-28,0,5262
2016,05-28,100,146
2016,05-28,200,101
2016,05-28,300,497
2016,05-28,400,45
2016,05-28,500,292
2016,05-28,600,799
2016,05-28,700,1269
2016,05-28,800,219
2016,05-28,900,467
2016,05-29,0,2978
2016,05-29,100,115
2016,05-29,200,57
2016,05-29,300,276
2016,05-29,400,24
2016,05-29,500,214
2016,05-29,600,479
2016,05-29,700,757
2016,05-29,800,122
2016,05-29,900,240
2016,05-31,0,5685
2016,05-31,100,214
2016,05-31,200,87
2016,05-31,300,541
2016,05-31,400,27
2016,05-31,500,399
2016,05-31,600,835
2016,05-31,700,1424
2016,05-31,800,266
2016,05-31,900,546
2016,06-01,0,5057
2016,06-01,100,163
2016,06-01,200,79
2016,06-01,300,511
2016,06-01,400,42
2016,06-01,500,396
2016,06-01,600,775
2016,06-01,700,1147
2016,06-01,800,289
2016,06-01,900,378
2016,06-02,0,4994
2016,06-02,100,143
2016,06-02,200,96
2016,06-02,300,420
2016,06-02,400,36
2016,06-02,500,399
2016,06-02,600,717
2016,06-02,700,1051
2016,06-02,800,235
2016,06-02,900,387
2016,06-03,0,2832
2016,06-03,100,128
2016,06-03,200,82
2016,06-03,300,256
2016,06-03,400,20
2016,06-03,500,179
2016,06-03,600,463
2016,06-03,700,718
2016,06-03,800,138
2016,06-03,900,254
2016,06-04,0,4479
2016,06-04,100,171
2016,06-04,200,90
2016,06-04,300,423
2016,06-04,400,43
2016,06-04,500,263
2016,06-04,600,744
2016,06-04,700,1169
2016,06-04,800,184
2016,06-04,900,388
2016,06-05,0,2576
2016,06-05,100,110
2016,06-05,200,68
2016,06-05,300,284
2016,06-05,400,28
2016,06-05,500,142
2016,06-05,600,465
2016,06-05,700,845
2016,06-05,800,126
2016,06-05,900,283
2016,06-06,0,5191
2016,06-06,100,185
2016,06-06,200,106
2016,06-06,300,543
2016,06-06,400,37
2016,06-06,500,317
2016,06-06,600,802
2016,06-06,700,1185
2016,06-06,800,289
2016,06-06,900,427
2016,06-07,0,4547
2016,06-07,100,146
2016,06-07,200,92
2016,06-07,300,437
2016,06-07,400,41
2016,06-07,500,240
2016,06-07,600,700
2016,06-07,700,1180
2016,06-07,800,209
2016,06-07,900,341
2016,06-08,0,5118
2016,06-08,100,166
2016,06-08,200,107
2016,06-08,300,508
2016,06-08,400,40
2016,06-08,500,386
2016,06-08,600,882
2016,06-08,700,1332
2016,06-08,800,213
2016,06-08,900,397
2016,06-09,0,5004
2016,06-09,100,170
2016,06-09,200,87
2016,06-09,300,411
2016,06-09,400,39
2016,06-09,500,273
2016,06-09,600,735
2016,06-09,700,1170
2016,06-09,800,183
2016,06-09,900,392
2016,06-10,0,3397
2016,06-10,100,114
2016,06-10,200,60
2016,06-10,300,329
2016,06-10,400,22
2016,06-10,500,198
2016,06-10,600,502
2016,06-10,700,974
2016,06-10,800,150
2016,06-10,900,304
2016,06-11,0,5733
2016,06-11,100,192
2016,06-11,200,84
2016,06-11,300,536
2016,06-11,400,21
2016,06-11,500,265
2016,06-11,600,780
2016,06-11,700,1507
2016,06-11,800,207
2016,06-11,900,443
2016,06-12,0,3307
2016,06-12,100,104
2016,06-12,200,58
2016,06-12,300,315
2016,06-12,400,19
2016,06-12,500,227
2016,06-12,600,477
2016,06-12,700,851
2016,06-12,800,165
2016,06-12,900,247
2016,06-13,0,5587
2016,06-13,100,167
2016,06-13,200,95
2016,06-13,300,503
2016,06-13,400,49
2016,06-13,500,342
2016,06-13,600,780
2016,06-13,700,1409
2016,06-13,800,201
2016,06-13,900,434
2016,06-14,0,5259
2016,06-14,100,164
2016,06-14,200,82
2016,06-14,300,493
2016,06-14,400,37
2016,06-14,500,334
2016,06-14,600,775
2016,06-14,700,1124
2016,06-14,800,205
2016,06-14,900,405
2016,06-15,0,4919
2016,06-15,100,197
2016,06-15,200,102
2016,06-15,300,430
2016,06-15,400,32
2016,06-15,500,260
2016,06-15,600,731
2016,06-15,700,1137
2016,06-15,800,223
2016,06-15,900,390
2016,06-16,0,4631
2016,06-16,100,181
2016,06-16,200,74
2016,06-16,300,448
2016,06-16,400,42
2016,06-16,500,299
2016,06-16,600,742
2016,06-16,700,1115
2016,06-16,800,191
2016,06-16,900,327
2016,06-17,0,3294
2016,06-17,100,100
2016,06-17,200,87
2016,06-17,300,296
2016,06-17,400,20
2016,06-17,500,221
2016,06-17,600,545
2016,06-17,700,793
2016,06-17,800,146
2016,06-17,900,235
2016,06-18,0,5269
2016,06-18,100,154
2016,06-18,200,88
2016,06-18,300,471
2016,06-18,400,45
2016,06-18,500,284
2016,06-18,600,840
2016,06-18,700,1240
2016,06-18,800,204
2016,06-18,900,442
2016,06-19,0,2777
2016,06-19,100,73
2016,06-19,200,31
2016,06-19,300,239
2016,06-19,400,12
2016,06-19,500,202
2016,06-19,600,444
2016,06-19,700,743
2016,06-19,800,110
2016,06-19,900,222
2016,06-20,0,5971
2016,06-20,100,174
2016,06-20,200,116
2016,06-20,300,488
2016,06-20,400,46
2016,06-20,500,366
2016,06-20,600,872
2016,06-20,700,1509
2016,06-20,800,204
2016,06-20,900,464
2016,06-21,0,5194
2016,06-21,100,184
2016,06-21,200,104
2016,06-21,300,506
2016,06-21,400,47
2016,06-21,500,371
2016,06-21,600,830
2016,06-21,700,1378
2016,06-21,800,242
2016,06-21,900,428
2016,06-22,0,5105
2016,06-22,100,154
2016,06-22,200,64
2016,06-22,300,487
2016,06-22,400,35
2016,06-22,500,290
2016,06-22,600,620
2016,06-22,700,1211
2016,06-22,800,197
2016,06-22,900,347
2016,06-23,0,5179
2016,06-23,100,168
2016,06-23,200,103
2016,06-23,300,460
2016,06-23,400,39
2016,06-23,500,363
2016,06-23,600,789
2016,06-23,700,1300
2016,06-23,800,233
2016,06-23,900,419
2016,06-24,0,3957
2016,06-24,100,100
2016,06-24,200,73
2016,06-24,300,383
2016,06-24,400,28
2016,06-24,500,220
2016,06-24,600,555
2016,06-24,700,940
2016,06-24,800,182
2016,06-24,900,250
2016,06-25,0,5124
2016,06-25,100,142
2016,06-25,200,73
2016,06-25,300,440
2016,06-25,400,29
2016,06-25,500,289
2016,06-25,600,682
2016,06-25,700,1393
2016,06-25,800,173
2016,06-25,900,406
2016,06-26,0,3244
2016,06-26,100,84
2016,06-26,200,57
2016,06-26,300,277
2016,06-26,400,15
2016,06-26,500,197
2016,06-26,600,451
2016,06-26,700,890
2016,06-26,800,125
2016,06-26,900,272
2016,06-27,0,7078
2016,06-27,100,208
2016,06-27,200,124
2016,06-27,300,594
2016,06-27,400,44
2016,06-27,500,533
2016,06-27,600,999
2016,06-27,700,1747
2016,06-27,800,233
2016,06-27,900,539
2016,06-28,0,6035
2016,06-28,100,164
2016,06-28,200,91
2016,06-28,300,483
2016,06-28,400,30
2016,06-28,500,362
2016,06-28,600,696
2016,06-28,700,1352
2016,06-28,800,199
2016,06-28,900,481
2016,06-29,0,5846
2016,06-29,100,186
2016,06-29,200,77
2016,06-29,300,489
2016,06-29,400,55
2016,06-29,500,373
2016,06-29,600,765
2016,06-29,700,1456
2016,06-29,800,187
2016,06-29,900,375
2016,06-30,0,6515
2016,06-30,100,164
2016,06-30,200,76
2016,06-30,300,500
2016,06-30,400,42
2016,06-30,500,408
2016,06-30,600,826
2016,06-30,700,1472
2016,06-30,800,204
2016,06-30,900,426
2016,07-01,0,4121
2016,07-01,100,123
2016,07-01,200,88
2016,07-01,300,340
2016,07-01,400,29
2016,07-01,500,218
2016,07-01,600,501
2016,07-01,700,967
2016,07-01,800,208
2016,07-01,900,315
2016,07-02,0,5077
2016,07-02,100,160
2016,07-02,200,95
2016,07-02,300,523
2016,07-02,400,33
2016,07-02,500,295
2016,07-02,600,712
2016,07-02,700,1292
2016,07-02,800,206
2016,07-02,900,392
2016,07-03,0,3202
2016,07-03,100,105
2016,07-03,200,51
2016,07-03,300,319
2016,07-03,400,30
2016,07-03,500,233
2016,07-03,600,519
2016,07-03,700,921
2016,07-03,800,161
2016,07-03,900,288
2016,07-05,0,7658
2016,07-05,100,218
2016,07-05,200,115
2016,07-05,300,680
2016,07-05,400,43
2016,07-05,500,533
2016,07-05,600,1043
2016,07-05,700,1803
2016,07-05,800,261
2016,07-05,900,518
2016,07-06,0,5871
2016,07-06,100,185
2016,07-06,200,85
2016,07-06,300,513
2016,07-06,400,37
2016,07-06,500,414
2016,07-06,600,724
2016,07-06,700,1360
2016,07-06,800,317
2016,07-06,900,413
2016,07-07,0,6391
2016,07-07,100,173
2016,07-07,200,103
2016,07-07,300,542
2016,07-07,400,43
2016,07-07,500,521
2016,07-07,600,854
2016,07-07,700,1493
2016,07-07,800,227
2016,07-07,900,484
2016,07-08,0,4150
2016,07-08,100,116
2016,07-08,200,91
2016,07-08,300,365
2016,07-08,400,32
2016,07-08,500,290
2016,07-08,600,554
2016,07-08,700,1085
2016,07-08,800,184
2016,07-08,900,288
2016,07-09,0,5104
2016,07-09,100,153
2016,07-09,200,104
2016,07-09,300,476
2016,07-09,400,32
2016,07-09,500,356
2016,07-09,600,788
2016,07-09,700,1264
2016,07-09,800,223
2016,07-09,900,471
2016,07-10,0,3227
2016,07-10,100,113
2016,07-10,200,66
2016,07-10,300,279
2016,07-10,400,21
2016,07-10,500,217
2016,07-10,600,567
2016,07-10,700,853
2016,07-10,800,143
2016,07-10,900,270
2016,07-11,0,6763
2016,07-11,100,197
2016,07-11,200,108
2016,07-11,300,589
2016,07-11,400,46
2016,07-11,500,437
2016,07-11,600,893
2016,07-11,700,1835
2016,07-11,800,281
2016,07-11,900,525
2016,07-12,0,5727
2016,07-12,100,169
2016,07-12,200,95
2016,07-12,300,523
2016,07-12,400,53
2016,07-12,500,384
2016,07-12,600,801
2016,07-12,700,1396
2016,07-12,800,207
2016,07-12,900,392
2016,07-13,0,5935
2016,07-13,100,194
2016,07-13,200,105
2016,07-13,300,498
2016,07-13,400,42
2016,07-13,500,353
2016,07-13,600,771
2016,07-13,700,1278
2016,07-13,800,204
2016,07-13,900,421
2016,07-14,0,4924
2016,07-14,100,166
2016,07-14,200,98
2016,07-14,300,464
2016,07-14,400,42
2016,07-14,500,261
2016,07-14,600,708
2016,07-14,700,1349
2016,07-14,800,183
2016,07-14,900,399
2016,07-15,0,4011
2016,07-15,100,115
2016,07-15,200,96
2016,07-15,300,360
2016,07-15,400,28
2016,07-15,500,253
2016,07-15,600,543
2016,07-15,700,995
2016,07-15,800,156
2016,07-15,900,308
2016,07-16,0,5209
2016,07-16,100,176
2016,07-16,200,99
2016,07-16,300,472
2016,07-16,400,32
2016,07-16,500,273
2016,07-16,600,828
2016,07-16,700,1226
2016,07-16,800,204
2016,07-16,900,437
2016,07-17,0,3054
2016,07-17,100,104
2016,07-17,200,49
2016,07-17,300,272
2016,07-17,400,18
2016,07-17,500,171
2016,07-17,600,453
2016,07-17,700,940
2016,07-17,800,143
2016,07-17,900,219
2016,07-18,0,6483
2016,07-18,100,175
2016,07-18,200,123
2016,07-18,300,600
2016,07-18,400,35
2016,07-18,500,502
2016,07-18,600,968
2016,07-18,700,1695
2016,07-18,800,226
2016,07-18,900,501
2016,07-19,0,5646
2016,07-19,100,164
2016,07-19,200,100
2016,07-19,300,466
2016,07-19,400,27
2016,07-19,500,349
2016,07-19,600,733
2016,07-19,700,1347
2016,07-19,800,181
2016,07-19,900,400
2016,07-20,0,4730
2016,07-20,100,160
2016,07-20,200,64
2016,07-20,300,463
2016,07-20,400,41
2016,07-20,500,316
2016,07-20,600,712
2016,07-20,700,1169
2016,07-20,800,208
2016,07-20,900,325
2016,07-21,0,4815
2016,07-21,100,116
2016,07-21,200,81
2016,07-21,300,352
2016,07-21,400,35
2016,07-21,500,293
2016,07-21,600,678
2016,07-21,700,1177
2016,07-21,800,173
2016,07-21,900,352
2016,07-22,0,4168
2016,07-22,100,124
2016,07-22,200,79
2016,07-22,300,360
2016,07-22,400,26
2016,07-22,500,286
2016,07-22,600,560
2016,07-22,700,1001
2016,07-22,800,139
2016,07-22,900,310
2016,07-23,0,4816
2016,07-23,100,152
2016,07-23,200,66
2016,07-23,300,475
2016,07-23,400,24
2016,07-23,500,267
2016,07-23,600,715
2016,07-23,700,1146
2016,07-23,800,219
2016,07-23,900,397
2016,07-24,0,2711
2016,07-24,100,105
2016,07-24,200,54
2016,07-24,300,286
2016,07-24,400,8
2016,07-24,500,169
2016,07-24,600,518
2016,07-24,700,811
2016,07-24,800,127
2016,07-24,900,279
2016,07-25,0,5885
2016,07-25,100,188
2016,07-25,200,96
2016,07-25,300,551
2016,07-25,400,39
2016,07-25,500,377
2016,07-25,600,873
2016,07-25,700,1559
2016,07-25,800,218
2016,07-25,900,477
2016,07-26,0,5937
2016,07-26,100,168
2016,07-26,200,91
2016,07-26,300,553
2016,07-26,400,34
2016,07-26,500,353
2016,07-26,600,731
2016,07-26,700,1401
2016,07-26,800,239
2016,07-26,900,389
2016,07-27,0,5016
2016,07-27,100,164
2016,07-27,200,86
2016,07-27,300,541
2016,07-27,400,30
2016,07-27,500,277
2016,07-27,600,735
2016,07-27,700,1336
2016,07-27,800,241
2016,07-27,900,405
2016,07-28,0,5140
2016,07-28,100,160
2016,07-28,200,94
2016,07-28,300,475
2016,07-28,400,44
2016,07-28,500,248
2016,07-28,600,784
2016,07-28,700,1340
2016,07-28,800,213
2016,07-28,900,357
2016,07-29,0,3774
2016,07-29,100,98
2016,07-29,200,74
2016,07-29,300,357
2016,07-29,400,46
2016,07-29,500,220
2016,07-29,600,501
2016,07-29,700,1073
2016,07-29,800,116
2016,07-29,900,305
2016,07-30,0,4683
2016,07-30,100,179
2016,07-30,200,86
2016,07-30,300,469
2016,07-30,400,30
2016,07-30,500,291
2016,07-30,600,796
2016,07-30,700,1322
2016,07-30,800,185
2016,07-30,900,419
2016,07-31,0,3234
2016,07-31,100,120
2016,07-31,200,66
2016,07-31,300,320
2016,07-31,400,32
2016,07-31,500,191
2016,07-31,600,474
2016,07-31,700,959
2016,07-31,800,145
2016,07-31,900,280
2016,08-01,0,6289
2016,08-01,100,180
2016,08-01,200,109
2016,08-01,300,515
2016,08-01,400,31
2016,08-01,500,299
2016,08-01,600,801
2016,08-01,700,1654
2016,08-01,800,241
2016,08-01,900,451
2016,08-02,0,5704
2016,08-02,100,163
2016,08-02,200,96
2016,08-02,300,519
2016,08-02,400,49
2016,08-02,500,389
2016,08-02,600,718
2016,08-02,700,1459
2016,08-02,800,230
2016,08-02,900,440
2016,08-03,0,5098
2016,08-03,100,146
2016,08-03,200,106
2016,08-03,300,466
2016,08-03,400,43
2016,08-03,500,322
2016,08-03,600,663
2016,08-03,700,1298
2016,08-03,800,320
2016,08-03,900,430
2016,08-04,0,5130
2016,08-04,100,139
2016,08-04,200,104
2016,08-04,300,504
2016,08-04,400,24
2016,08-04,500,308
2016,08-04,600,703
2016,08-04,700,1271
2016,08-04,800,186
2016,08-04,900,378
2016,08-05,0,3544
2016,08-05,100,135
2016,08-05,200,63
2016,08-05,300,335
2016,08-05,400,20
2016,08-05,500,167
2016,08-05,600,464
2016,08-05,700,805
2016,08-05,800,146
2016,08-05,900,269
2016,08-06,0,4621
2016,08-06,100,169
2016,08-06,200,87
2016,08-06,300,479
2016,08-06,400,25
2016,08-06,500,269
2016,08-06,600,713
2016,08-06,700,1124
2016,08-06,800,197
2016,08-06,900,429
2016,08-07,0,3225
2016,08-07,100,107
2016,08-07,200,53
2016,08-07,300,292
2016,08-07,400,17
2016,08-07,500,164
2016,08-07,600,506
2016,08-07,700,906
2016,08-07,800,141
2016,08-07,900,247
2016,08-08,0,6759
2016,08-08,100,191
2016,08-08,200,92
2016,08-08,300,612
2016,08-08,400,42
2016,08-08,500,440
2016,08-08,600,925
2016,08-08,700,1627
2016,08-08,800,261
2016,08-08,900,522
2016,08-09,0,5600
2016,08-09,100,168
2016,08-09,200,110
2016,08-09,300,486
2016,08-09,400,23
2016,08-09,500,347
2016,08-09,600,776
2016,08-09,700,1416
2016,08-09,800,294
2016,08-09,900,389
2016,08-10,0,5402
2016,08-10,100,141
2016,08-10,200,78
2016,08-10,300,465
2016,08-10,400,32
2016,08-10,500,284
2016,08-10,600,697
2016,08-10,700,1265
2016,08-10,800,230
2016,08-10,900,364
2016,08-11,0,4825
2016,08-11,100,191
2016,08-11,200,106
2016,08-11,300,434
2016,08-11,400,46
2016,08-11,500,273
2016,08-11,600,710
2016,08-11,700,1263
2016,08-11,800,267
2016,08-11,900,354
2016,08-12,0,3214
2016,08-12,100,102
2016,08-12,200,77
2016,08-12,300,368
2016,08-12,400,19
2016,08-12,500,158
2016,08-12,600,439
2016,08-12,700,831
2016,08-12,800,135
2016,08-12,900,262
2016,08-13,0,3883
2016,08-13,100,143
2016,08-13,200,81
2016,08-13,300,433
2016,08-13,400,32
2016,08-13,500,256
2016,08-13,600,632
2016,08-13,700,1163
2016,08-13,800,242
2016,08-13,900,333
2016,08-14,0,2966
2016,08-14,100,94
2016,08-14,200,53
2016,08-14,300,257
2016,08-14,400,25
2016,08-14,500,186
2016,08-14,600,489
2016,08-14,700,742
2016,08-14,800,144
2016,08-14,900,239
2016,08-15,0,6044
2016,08-15,100,179
2016,08-15,200,99
2016,08-15,300,553
2016,08-15,400,48
2016,08-15,500,354
2016,08-15,600,852
2016,08-15,700,1456
2016,08-15,800,256
2016,08-15,900,389
2016,08-16,0,5446
2016,08-16,100,169
2016,08-16,200,89
2016,08-16,300,485
2016,08-16,400,20
2016,08-16,500,350
2016,08-16,600,812
2016,08-16,700,1414
2016,08-16,800,241
2016,08-16,900,364
2016,08-17,0,5165
2016,08-17,100,180
2016,08-17,200,89
2016,08-17,300,520
2016,08-17,400,40
2016,08-17,500,335
2016,08-17,600,658
2016,08-17,700,1263
2016,08-17,800,198
2016,08-17,900,348
2016,08-18,0,5017
2016,08-18,100,160
2016,08-18,200,83
2016,08-18,300,402
2016,08-18,400,22
2016,08-18,500,323
2016,08-18,600,660
2016,08-18,700,1289
2016,08-18,800,177
2016,08-18,900,344
2016,08-19,0,3675
2016,08-19,100,115
2016,08-19,200,65
2016,08-19,300,344
2016,08-19,400,28
2016,08-19,500,273
2016,08-19,600,514
2016,08-19,700,928
2016,08-19,800,148
2016,08-19,900,233
2016,08-20,0,4607
2016,08-20,100,166
2016,08-20,200,81
2016,08-20,300,413
2016,08-20,400,29
2016,08-20,500,231
2016,08-20,600,718
2016,08-20,700,1219
2016,08-20,800,165
2016,08-20,900,382
2016,08-21,0,3763
2016,08-21,100,124
2016,08-21,200,68
2016,08-21,300,350
2016,08-21,400,27
2016,08-21,500,184
2016,08-21,600,490
2016,08-21,700,1077
2016,08-21,800,210
2016,08-21,900,267
2016,08-22,0,6053
2016,08-22,100,204
2016,08-22,200,116
2016,08-22,300,543
2016,08-22,400,45
2016,08-22,500,300
2016,08-22,600,835
2016,08-22,700,1733
2016,08-22,800,235
2016,08-22,900,505
2016,08-23,0,5240
2016,08-23,100,159
2016,08-23,200,94
2016,08-23,300,475
2016,08-23,400,41
2016,08-23,500,331
2016,08-23,600,714
2016,08-23,700,1401
2016,08-23,800,220
2016,08-23,900,356
2016,08-24,0,5163
2016,08-24,100,138
2016,08-24,200,74
2016,08-24,300,446
2016,08-24,400,45
2016,08-24,500,286
2016,08-24,600,643
2016,08-24,700,1237
2016,08-24,800,230
2016,08-24,900,314
2016,08-25,0,5277
2016,08-25,100,150
2016,08-25,200,101
2016,08-25,300,472
2016,08-25,400,41
2016,08-25,500,316
2016,08-25,600,704
2016,08-25,700,1287
2016,08-25,800,245
2016,08-25,900,340
2016,08-26,0,3514
2016,08-26,100,108
2016,08-26,200,62
2016,08-26,300,341
2016,08-26,400,41
2016,08-26,500,193
2016,08-26,600,489
2016,08-26,700,832
2016,08-26,800,117
2016,08-26,900,296
2016,08-27,0,4699
2016,08-27,100,140
2016,08-27,200,72
2016,08-27,300,501
2016,08-27,400,30
2016,08-27,500,268
2016,08-27,600,712
2016,08-27,700,1214
2016,08-27,800,185
2016,08-27,900,419
2016,08-28,0,3342
2016,08-28,100,121
2016,08-28,200,63
2016,08-28,300,300
2016,08-28,400,33
2016,08-28,500,218
2016,08-28,600,490
2016,08-28,700,916
2016,08-28,800,172
2016,08-28,900,259
2016,08-29,0,5736
2016,08-29,100,185
2016,08-29,200,97
2016,08-29,300,552
2016,08-29,400,27
2016,08-29,500,379
2016,08-29,600,813
2016,08-29,700,1491
2016,08-29,800,272
2016,08-29,900,397
2016,08-30,0,5432
2016,08-30,100,176
2016,08-30,200,82
2016,08-30,300,531
2016,08-30,400,55
2016,08-30,500,302
2016,08-30,600,732
2016,08-30,700,1501
2016,08-30,800,253
2016,08-30,900,419
2016,08-31,0,5794
2016,08-31,100,185
