Year,Month,dewey,counts
2009,08-05,900,893
2009,08-06,0,9933
2009,08-06,100,362
2009,08-06,200,238
2009,08-06,300,1129
2009,08-06,400,128
2009,08-06,500,438
2009,08-06,600,1936
2009,08-06,700,2679
2009,08-06,800,497
2009,08-06,900,818
2009,08-07,0,8390
2009,08-07,100,284
2009,08-07,200,234
2009,08-07,300,971
2009,08-07,400,63
2009,08-07,500,393
2009,08-07,600,1592
2009,08-07,700,2246
2009,08-07,800,417
2009,08-07,900,692
2009,08-08,0,8132
2009,08-08,100,327
2009,08-08,200,188
2009,08-08,300,1075
2009,08-08,400,67
2009,08-08,500,354
2009,08-08,600,1733
2009,08-08,700,2474
2009,08-08,800,440
2009,08-08,900,821
2009,08-09,0,4241
2009,08-09,100,137
2009,08-09,200,134
2009,08-09,300,533
2009,08-09,400,26
2009,08-09,500,148
2009,08-09,600,832
2009,08-09,700,1189
2009,08-09,800,272
2009,08-09,900,355
2009,08-10,0,9760
2009,08-10,100,297
2009,08-10,200,213
2009,08-10,300,1168
2009,08-10,400,116
2009,08-10,500,515
2009,08-10,600,1949
2009,08-10,700,2820
2009,08-10,800,467
2009,08-10,900,912
2009,08-11,0,9927
2009,08-11,100,402
2009,08-11,200,305
2009,08-11,300,1247
2009,08-11,400,119
2009,08-11,500,493
2009,08-11,600,2043
2009,08-11,700,2753
2009,08-11,800,506
2009,08-11,900,894
2009,08-12,0,11409
2009,08-12,100,442
2009,08-12,200,339
2009,08-12,300,1426
2009,08-12,400,118
2009,08-12,500,398
2009,08-12,600,2248
2009,08-12,700,3262
2009,08-12,800,588
2009,08-12,900,1029
2009,08-13,0,10144
2009,08-13,100,371
2009,08-13,200,235
2009,08-13,300,1290
2009,08-13,400,129
2009,08-13,500,512
2009,08-13,600,2050
2009,08-13,700,2552
2009,08-13,800,483
2009,08-13,900,865
2009,08-14,0,8437
2009,08-14,100,345
2009,08-14,200,247
2009,08-14,300,1066
2009,08-14,400,104
2009,08-14,500,386
2009,08-14,600,1681
2009,08-14,700,2315
2009,08-14,800,462
2009,08-14,900,748
2009,08-15,0,7692
2009,08-15,100,315
2009,08-15,200,239
2009,08-15,300,1076
2009,08-15,400,82
2009,08-15,500,380
2009,08-15,600,1726
2009,08-15,700,2179
2009,08-15,800,441
2009,08-15,900,741
2009,08-16,0,3648
2009,08-16,100,133
2009,08-16,200,122
2009,08-16,300,567
2009,08-16,400,38
2009,08-16,500,193
2009,08-16,600,810
2009,08-16,700,1186
2009,08-16,800,233
2009,08-16,900,352
2009,08-17,0,8908
2009,08-17,100,322
2009,08-17,200,241
2009,08-17,300,1023
2009,08-17,400,98
2009,08-17,500,409
2009,08-17,600,1788
2009,08-17,700,2506
2009,08-17,800,476
2009,08-17,900,914
2009,08-18,0,8926
2009,08-18,100,365
2009,08-18,200,278
2009,08-18,300,1085
2009,08-18,400,117
2009,08-18,500,374
2009,08-18,600,1939
2009,08-18,700,2563
2009,08-18,800,515
2009,08-18,900,895
2009,08-19,0,9954
2009,08-19,100,334
2009,08-19,200,283
2009,08-19,300,1346
2009,08-19,400,111
2009,08-19,500,428
2009,08-19,600,2222
2009,08-19,700,2877
2009,08-19,800,551
2009,08-19,900,978
2009,08-20,0,9796
2009,08-20,100,340
2009,08-20,200,294
2009,08-20,300,1140
2009,08-20,400,97
2009,08-20,500,520
2009,08-20,600,1897
2009,08-20,700,2607
2009,08-20,800,496
2009,08-20,900,846
2009,08-21,0,9389
2009,08-21,100,267
2009,08-21,200,232
2009,08-21,300,980
2009,08-21,400,107
2009,08-21,500,400
2009,08-21,600,1602
2009,08-21,700,2297
2009,08-21,800,421
2009,08-21,900,799
2009,08-22,0,7742
2009,08-22,100,251
2009,08-22,200,227
2009,08-22,300,994
2009,08-22,400,92
2009,08-22,500,407
2009,08-22,600,1706
2009,08-22,700,2231
2009,08-22,800,471
2009,08-22,900,830
2009,08-23,0,3818
2009,08-23,100,168
2009,08-23,200,129
2009,08-23,300,440
2009,08-23,400,43
2009,08-23,500,194
2009,08-23,600,708
2009,08-23,700,1206
2009,08-23,800,250
2009,08-23,900,376
2009,08-24,0,9223
2009,08-24,100,329
2009,08-24,200,296
2009,08-24,300,1118
2009,08-24,400,66
2009,08-24,500,414
2009,08-24,600,1936
2009,08-24,700,2696
2009,08-24,800,577
2009,08-24,900,900
2009,08-25,0,10374
2009,08-25,100,404
2009,08-25,200,298
2009,08-25,300,1282
2009,08-25,400,94
2009,08-25,500,477
2009,08-25,600,2118
2009,08-25,700,3063
2009,08-25,800,513
2009,08-25,900,994
2009,08-26,0,12267
2009,08-26,100,506
2009,08-26,200,325
2009,08-26,300,1436
2009,08-26,400,140
2009,08-26,500,474
2009,08-26,600,2503
2009,08-26,700,3251
2009,08-26,800,718
2009,08-26,900,1177
2009,08-27,0,10526
2009,08-27,100,370
2009,08-27,200,268
2009,08-27,300,1246
2009,08-27,400,106
2009,08-27,500,368
2009,08-27,600,2183
2009,08-27,700,2789
2009,08-27,800,488
2009,08-27,900,1004
2009,08-28,0,9498
2009,08-28,100,332
2009,08-28,200,236
2009,08-28,300,1071
2009,08-28,400,92
2009,08-28,500,363
2009,08-28,600,1987
2009,08-28,700,2703
2009,08-28,800,521
2009,08-28,900,804
2009,08-29,0,11574
2009,08-29,100,380
2009,08-29,200,353
2009,08-29,300,1365
2009,08-29,400,98
2009,08-29,500,564
2009,08-29,600,2310
2009,08-29,700,2877
2009,08-29,800,653
2009,08-29,900,1006
2009,08-30,0,6518
2009,08-30,100,200
2009,08-30,200,184
2009,08-30,300,901
2009,08-30,400,63
2009,08-30,500,309
2009,08-30,600,1193
2009,08-30,700,1617
2009,08-30,800,373
2009,08-30,900,636
2009,09-08,0,12049
2009,09-08,100,339
2009,09-08,200,209
2009,09-08,300,1272
2009,09-08,400,88
2009,09-08,500,492
2009,09-08,600,1773
2009,09-08,700,3250
2009,09-08,800,666
2009,09-08,900,926
2009,09-09,0,9969
2009,09-09,100,309
2009,09-09,200,277
2009,09-09,300,1209
2009,09-09,400,84
2009,09-09,500,463
2009,09-09,600,1766
2009,09-09,700,2185
2009,09-09,800,496
2009,09-09,900,722
2009,09-10,0,8613
2009,09-10,100,328
2009,09-10,200,278
2009,09-10,300,1036
2009,09-10,400,58
2009,09-10,500,488
2009,09-10,600,1611
2009,09-10,700,2091
2009,09-10,800,547
2009,09-10,900,795
2009,09-11,0,7019
2009,09-11,100,262
2009,09-11,200,172
2009,09-11,300,930
2009,09-11,400,97
2009,09-11,500,351
2009,09-11,600,1389
2009,09-11,700,1939
2009,09-11,800,439
2009,09-11,900,664
2009,09-12,0,7776
2009,09-12,100,273
2009,09-12,200,198
2009,09-12,300,885
2009,09-12,400,83
2009,09-12,500,351
2009,09-12,600,1486
2009,09-12,700,2247
2009,09-12,800,482
2009,09-12,900,781
2009,09-13,0,3991
2009,09-13,100,133
2009,09-13,200,145
2009,09-13,300,392
2009,09-13,400,46
2009,09-13,500,187
2009,09-13,600,765
2009,09-13,700,1117
2009,09-13,800,244
2009,09-13,900,327
2009,09-14,0,9880
2009,09-14,100,355
2009,09-14,200,275
2009,09-14,300,1213
2009,09-14,400,86
2009,09-14,500,456
2009,09-14,600,1678
2009,09-14,700,2568
2009,09-14,800,536
2009,09-14,900,826
2009,09-15,0,9128
2009,09-15,100,337
2009,09-15,200,271
2009,09-15,300,1111
2009,09-15,400,120
2009,09-15,500,472
2009,09-15,600,1966
2009,09-15,700,2291
2009,09-15,800,469
2009,09-15,900,906
2009,09-16,0,9577
2009,09-16,100,330
2009,09-16,200,235
2009,09-16,300,1110
2009,09-16,400,97
2009,09-16,500,543
2009,09-16,600,1820
2009,09-16,700,2153
2009,09-16,800,571
2009,09-16,900,874
2009,09-17,0,9031
2009,09-17,100,349
2009,09-17,200,263
2009,09-17,300,1279
2009,09-17,400,103
2009,09-17,500,423
2009,09-17,600,1870
2009,09-17,700,2310
2009,09-17,800,560
2009,09-17,900,831
2009,09-18,0,7837
2009,09-18,100,273
2009,09-18,200,242
2009,09-18,300,965
2009,09-18,400,72
2009,09-18,500,366
2009,09-18,600,1654
2009,09-18,700,2061
2009,09-18,800,403
2009,09-18,900,716
2009,09-19,0,9182
2009,09-19,100,331
2009,09-19,200,251
2009,09-19,300,1044
2009,09-19,400,75
2009,09-19,500,522
2009,09-19,600,1802
2009,09-19,700,2510
2009,09-19,800,516
2009,09-19,900,815
2009,09-20,0,4014
2009,09-20,100,108
2009,09-20,200,130
2009,09-20,300,485
2009,09-20,400,37
2009,09-20,500,226
2009,09-20,600,833
2009,09-20,700,1138
2009,09-20,800,185
2009,09-20,900,383
2009,09-21,0,8474
2009,09-21,100,350
2009,09-21,200,229
2009,09-21,300,1148
2009,09-21,400,71
2009,09-21,500,409
2009,09-21,600,1711
2009,09-21,700,2553
2009,09-21,800,487
2009,09-21,900,722
2009,09-22,0,8226
2009,09-22,100,309
2009,09-22,200,220
2009,09-22,300,1112
2009,09-22,400,116
2009,09-22,500,466
2009,09-22,600,1872
2009,09-22,700,2370
2009,09-22,800,603
2009,09-22,900,890
2009,09-23,0,10212
2009,09-23,100,470
2009,09-23,200,322
2009,09-23,300,1336
2009,09-23,400,93
2009,09-23,500,464
2009,09-23,600,2420
2009,09-23,700,2682
2009,09-23,800,576
2009,09-23,900,926
2009,09-24,0,9175
2009,09-24,100,318
2009,09-24,200,335
2009,09-24,300,1307
2009,09-24,400,122
2009,09-24,500,489
2009,09-24,600,2136
2009,09-24,700,2264
2009,09-24,800,486
2009,09-24,900,847
2009,09-25,0,7785
2009,09-25,100,351
2009,09-25,200,289
2009,09-25,300,1063
2009,09-25,400,64
2009,09-25,500,406
2009,09-25,600,1696
2009,09-25,700,2097
2009,09-25,800,520
2009,09-25,900,750
2009,09-26,0,7915
2009,09-26,100,318
2009,09-26,200,242
2009,09-26,300,1078
2009,09-26,400,79
2009,09-26,500,368
2009,09-26,600,1752
2009,09-26,700,2367
2009,09-26,800,504
2009,09-26,900,808
2009,09-27,0,3857
2009,09-27,100,152
2009,09-27,200,103
2009,09-27,300,529
2009,09-27,400,39
2009,09-27,500,288
2009,09-27,600,746
2009,09-27,700,1117
2009,09-27,800,261
2009,09-27,900,383
2009,09-28,0,8256
2009,09-28,100,330
2009,09-28,200,252
2009,09-28,300,1115
2009,09-28,400,134
2009,09-28,500,433
2009,09-28,600,1892
2009,09-28,700,2320
2009,09-28,800,588
2009,09-28,900,824
2009,09-29,0,8042
2009,09-29,100,249
2009,09-29,200,287
2009,09-29,300,1082
2009,09-29,400,111
2009,09-29,500,410
2009,09-29,600,1688
2009,09-29,700,2248
2009,09-29,800,541
2009,09-29,900,825
2009,09-30,0,10511
2009,09-30,100,419
2009,09-30,200,337
2009,09-30,300,1344
2009,09-30,400,134
2009,09-30,500,496
2009,09-30,600,2518
2009,09-30,700,2871
2009,09-30,800,662
2009,09-30,900,1018
2009,10-01,0,8751
2009,10-01,100,355
2009,10-01,200,324
2009,10-01,300,1201
2009,10-01,400,99
2009,10-01,500,409
2009,10-01,600,1943
2009,10-01,700,2036
2009,10-01,800,467
2009,10-01,900,823
2009,10-02,0,7493
2009,10-02,100,301
2009,10-02,200,209
2009,10-02,300,992
2009,10-02,400,92
2009,10-02,500,307
2009,10-02,600,1610
2009,10-02,700,1950
2009,10-02,800,359
2009,10-02,900,640
2009,10-03,0,8924
2009,10-03,100,318
2009,10-03,200,293
2009,10-03,300,1285
2009,10-03,400,116
2009,10-03,500,443
2009,10-03,600,1955
2009,10-03,700,2452
2009,10-03,800,517
2009,10-03,900,891
2009,10-04,0,3959
2009,10-04,100,139
2009,10-04,200,106
2009,10-04,300,482
2009,10-04,400,42
2009,10-04,500,232
2009,10-04,600,758
2009,10-04,700,1247
2009,10-04,800,257
2009,10-04,900,365
2009,10-05,0,8325
2009,10-05,100,329
2009,10-05,200,233
2009,10-05,300,1083
2009,10-05,400,79
2009,10-05,500,411
2009,10-05,600,1699
2009,10-05,700,2661
2009,10-05,800,504
2009,10-05,900,743
2009,10-06,0,7906
2009,10-06,100,321
2009,10-06,200,307
2009,10-06,300,1068
2009,10-06,400,113
2009,10-06,500,400
2009,10-06,600,1827
2009,10-06,700,1984
2009,10-06,800,475
2009,10-06,900,877
2009,10-07,0,9640
2009,10-07,100,346
2009,10-07,200,310
2009,10-07,300,1317
2009,10-07,400,113
2009,10-07,500,478
2009,10-07,600,2167
2009,10-07,700,2513
2009,10-07,800,502
2009,10-07,900,924
2009,10-08,0,8522
2009,10-08,100,359
2009,10-08,200,233
2009,10-08,300,1136
2009,10-08,400,97
2009,10-08,500,466
2009,10-08,600,1679
2009,10-08,700,2300
2009,10-08,800,509
2009,10-08,900,753
2009,10-09,0,8681
2009,10-09,100,303
2009,10-09,200,281
2009,10-09,300,1139
2009,10-09,400,91
2009,10-09,500,453
2009,10-09,600,1677
2009,10-09,700,2324
2009,10-09,800,492
2009,10-09,900,805
2009,10-10,0,8828
2009,10-10,100,303
2009,10-10,200,270
2009,10-10,300,1115
2009,10-10,400,75
2009,10-10,500,431
2009,10-10,600,1985
2009,10-10,700,2479
2009,10-10,800,523
2009,10-10,900,887
2009,10-11,0,3872
2009,10-11,100,127
2009,10-11,200,76
2009,10-11,300,493
2009,10-11,400,63
2009,10-11,500,185
2009,10-11,600,813
2009,10-11,700,1231
2009,10-11,800,246
2009,10-11,900,337
2009,10-12,0,7415
2009,10-12,100,262
2009,10-12,200,265
2009,10-12,300,917
2009,10-12,400,110
2009,10-12,500,371
2009,10-12,600,1490
2009,10-12,700,1875
2009,10-12,800,443
2009,10-12,900,677
2009,10-13,0,8989
2009,10-13,100,383
2009,10-13,200,272
2009,10-13,300,1172
2009,10-13,400,113
2009,10-13,500,537
2009,10-13,600,1969
2009,10-13,700,2335
2009,10-13,800,565
2009,10-13,900,971
2009,10-14,0,9683
2009,10-14,100,358
2009,10-14,200,312
2009,10-14,300,1365
2009,10-14,400,103
2009,10-14,500,479
2009,10-14,600,2213
2009,10-14,700,2557
2009,10-14,800,534
2009,10-14,900,1022
2009,10-15,0,8855
2009,10-15,100,380
2009,10-15,200,306
2009,10-15,300,1288
2009,10-15,400,102
2009,10-15,500,501
2009,10-15,600,2002
2009,10-15,700,2134
2009,10-15,800,500
2009,10-15,900,749
2009,10-16,0,6966
2009,10-16,100,260
2009,10-16,200,218
2009,10-16,300,838
2009,10-16,400,78
2009,10-16,500,291
2009,10-16,600,1381
2009,10-16,700,1805
2009,10-16,800,449
2009,10-16,900,651
2009,10-17,0,9029
2009,10-17,100,331
2009,10-17,200,223
2009,10-17,300,1249
2009,10-17,400,103
2009,10-17,500,475
2009,10-17,600,1791
2009,10-17,700,2200
2009,10-17,800,476
2009,10-17,900,924
2009,10-18,0,4296
2009,10-18,100,125
2009,10-18,200,124
2009,10-18,300,612
2009,10-18,400,37
2009,10-18,500,187
2009,10-18,600,781
2009,10-18,700,1499
2009,10-18,800,253
2009,10-18,900,405
2009,10-19,0,8415
2009,10-19,100,290
2009,10-19,200,195
2009,10-19,300,1124
2009,10-19,400,96
2009,10-19,500,466
2009,10-19,600,1740
2009,10-19,700,2329
2009,10-19,800,430
2009,10-19,900,802
2009,10-20,0,8281
2009,10-20,100,300
2009,10-20,200,233
2009,10-20,300,1159
2009,10-20,400,80
2009,10-20,500,398
2009,10-20,600,1775
2009,10-20,700,2151
2009,10-20,800,472
2009,10-20,900,709
2009,10-21,0,9805
2009,10-21,100,427
2009,10-21,200,347
2009,10-21,300,1439
2009,10-21,400,84
2009,10-21,500,476
2009,10-21,600,1919
2009,10-21,700,2301
2009,10-21,800,523
2009,10-21,900,819
2009,10-22,0,9197
2009,10-22,100,373
2009,10-22,200,238
2009,10-22,300,1082
2009,10-22,400,104
2009,10-22,500,466
2009,10-22,600,1837
2009,10-22,700,2161
2009,10-22,800,538
2009,10-22,900,783
2009,10-23,0,7639
2009,10-23,100,266
2009,10-23,200,244
2009,10-23,300,922
2009,10-23,400,75
2009,10-23,500,307
2009,10-23,600,1604
2009,10-23,700,1869
2009,10-23,800,487
2009,10-23,900,706
2009,10-24,0,7788
2009,10-24,100,315
2009,10-24,200,279
2009,10-24,300,1057
2009,10-24,400,78
2009,10-24,500,362
2009,10-24,600,1747
2009,10-24,700,2166
2009,10-24,800,442
2009,10-24,900,728
2009,10-25,0,3998
2009,10-25,100,131
2009,10-25,200,96
2009,10-25,300,567
2009,10-25,400,45
2009,10-25,500,175
2009,10-25,600,765
2009,10-25,700,1307
2009,10-25,800,260
2009,10-25,900,384
2009,10-26,0,8035
2009,10-26,100,271
2009,10-26,200,267
2009,10-26,300,1254
2009,10-26,400,83
2009,10-26,500,372
2009,10-26,600,1632
2009,10-26,700,2310
2009,10-26,800,542
2009,10-26,900,648
2009,10-27,0,8173
2009,10-27,100,377
2009,10-27,200,223
2009,10-27,300,1132
2009,10-27,400,76
2009,10-27,500,433
2009,10-27,600,1677
2009,10-27,700,2033
2009,10-27,800,470
2009,10-27,900,763
2009,10-28,0,10318
2009,10-28,100,418
2009,10-28,200,355
2009,10-28,300,1419
2009,10-28,400,108
2009,10-28,500,511
2009,10-28,600,2174
2009,10-28,700,2425
2009,10-28,800,553
2009,10-28,900,826
2009,10-29,0,8453
2009,10-29,100,360
2009,10-29,200,236
2009,10-29,300,1323
2009,10-29,400,96
2009,10-29,500,379
2009,10-29,600,1915
2009,10-29,700,2009
2009,10-29,800,480
2009,10-29,900,763
2009,10-30,0,7124
2009,10-30,100,375
2009,10-30,200,227
2009,10-30,300,1079
2009,10-30,400,43
2009,10-30,500,367
2009,10-30,600,1549
2009,10-30,700,1708
2009,10-30,800,405
2009,10-30,900,550
2009,10-31,0,7563
2009,10-31,100,331
2009,10-31,200,286
2009,10-31,300,1067
2009,10-31,400,75
2009,10-31,500,320
2009,10-31,600,1619
2009,10-31,700,1881
2009,10-31,800,491
2009,10-31,900,844
2009,11-01,0,4671
2009,11-01,100,185
2009,11-01,200,111
2009,11-01,300,500
2009,11-01,400,63
2009,11-01,500,257
2009,11-01,600,837
2009,11-01,700,1275
2009,11-01,800,295
2009,11-01,900,342
2009,11-02,0,7822
2009,11-02,100,293
2009,11-02,200,232
2009,11-02,300,1062
2009,11-02,400,94
2009,11-02,500,460
2009,11-02,600,1587
2009,11-02,700,2013
2009,11-02,800,425
2009,11-02,900,776
2009,11-03,0,8439
2009,11-03,100,394
2009,11-03,200,228
2009,11-03,300,1236
2009,11-03,400,72
2009,11-03,500,436
2009,11-03,600,1843
2009,11-03,700,2200
2009,11-03,800,484
2009,11-03,900,847
2009,11-04,0,9762
2009,11-04,100,441
2009,11-04,200,340
2009,11-04,300,1333
2009,11-04,400,106
2009,11-04,500,438
2009,11-04,600,2202
2009,11-04,700,2599
2009,11-04,800,557
2009,11-04,900,796
2009,11-05,0,8635
2009,11-05,100,316
2009,11-05,200,262
2009,11-05,300,1134
2009,11-05,400,94
2009,11-05,500,445
2009,11-05,600,1775
2009,11-05,700,2011
2009,11-05,800,463
2009,11-05,900,712
2009,11-06,0,7870
2009,11-06,100,374
2009,11-06,200,221
2009,11-06,300,1090
2009,11-06,400,66
2009,11-06,500,429
2009,11-06,600,1554
2009,11-06,700,2058
2009,11-06,800,381
2009,11-06,900,649
2009,11-07,0,8768
2009,11-07,100,368
2009,11-07,200,263
2009,11-07,300,1161
2009,11-07,400,129
2009,11-07,500,427
2009,11-07,600,1874
2009,11-07,700,2470
2009,11-07,800,585
2009,11-07,900,897
2009,11-08,0,4245
2009,11-08,100,155
2009,11-08,200,103
2009,11-08,300,630
2009,11-08,400,51
2009,11-08,500,228
2009,11-08,600,882
2009,11-08,700,1262
2009,11-08,800,231
2009,11-08,900,374
2009,11-09,0,8505
2009,11-09,100,322
2009,11-09,200,264
2009,11-09,300,1125
2009,11-09,400,68
2009,11-09,500,447
2009,11-09,600,1618
2009,11-09,700,2343
2009,11-09,800,483
2009,11-09,900,761
2009,11-10,0,8232
2009,11-10,100,349
2009,11-10,200,289
2009,11-10,300,1182
2009,11-10,400,73
2009,11-10,500,445
2009,11-10,600,1694
2009,11-10,700,2296
2009,11-10,800,440
2009,11-10,900,751
2009,11-12,0,11797
2009,11-12,100,501
2009,11-12,200,406
2009,11-12,300,1752
2009,11-12,400,118
2009,11-12,500,651
2009,11-12,600,2399
2009,11-12,700,3133
2009,11-12,800,697
2009,11-12,900,998
2009,11-13,0,8368
2009,11-13,100,330
2009,11-13,200,276
2009,11-13,300,1050
2009,11-13,400,113
2009,11-13,500,352
2009,11-13,600,1931
2009,11-13,700,2217
2009,11-13,800,512
2009,11-13,900,783
2009,11-14,0,9032
2009,11-14,100,318
2009,11-14,200,238
2009,11-14,300,1380
2009,11-14,400,76
2009,11-14,500,354
2009,11-14,600,1933
2009,11-14,700,2703
2009,11-14,800,530
2009,11-14,900,795
2009,11-15,0,4603
2009,11-15,100,115
2009,11-15,200,150
2009,11-15,300,718
2009,11-15,400,36
2009,11-15,500,245
2009,11-15,600,836
2009,11-15,700,1219
2009,11-15,800,250
2009,11-15,900,423
2009,11-16,0,7073
2009,11-16,100,269
2009,11-16,200,246
2009,11-16,300,936
2009,11-16,400,86
2009,11-16,500,402
2009,11-16,600,1460
2009,11-16,700,2057
2009,11-16,800,428
2009,11-16,900,704
2009,11-17,0,8849
2009,11-17,100,392
2009,11-17,200,304
2009,11-17,300,1407
2009,11-17,400,94
2009,11-17,500,454
2009,11-17,600,1882
2009,11-17,700,2430
2009,11-17,800,517
2009,11-17,900,819
2009,11-18,0,9954
2009,11-18,100,371
2009,11-18,200,321
2009,11-18,300,1360
2009,11-18,400,154
2009,11-18,500,442
2009,11-18,600,2126
2009,11-18,700,2354
2009,11-18,800,531
2009,11-18,900,809
2009,11-19,0,9280
2009,11-19,100,379
2009,11-19,200,298
2009,11-19,300,1334
2009,11-19,400,59
2009,11-19,500,481
2009,11-19,600,2169
2009,11-19,700,2315
2009,11-19,800,536
2009,11-19,900,805
2009,11-20,0,8769
2009,11-20,100,288
2009,11-20,200,300
2009,11-20,300,1179
2009,11-20,400,96
2009,11-20,500,432
2009,11-20,600,1880
2009,11-20,700,2225
2009,11-20,800,590
2009,11-20,900,821
2009,11-21,0,9499
2009,11-21,100,358
2009,11-21,200,328
2009,11-21,300,1426
2009,11-21,400,72
2009,11-21,500,454
2009,11-21,600,1924
2009,11-21,700,2603
2009,11-21,800,558
2009,11-21,900,832
2009,11-22,0,4397
2009,11-22,100,142
2009,11-22,200,142
2009,11-22,300,558
2009,11-22,400,37
2009,11-22,500,220
2009,11-22,600,933
2009,11-22,700,1363
2009,11-22,800,238
2009,11-22,900,322
2009,11-23,0,8306
2009,11-23,100,373
2009,11-23,200,253
2009,11-23,300,1178
2009,11-23,400,96
2009,11-23,500,395
2009,11-23,600,1724
2009,11-23,700,2358
2009,11-23,800,584
2009,11-23,900,762
2009,11-24,0,8976
2009,11-24,100,384
2009,11-24,200,327
2009,11-24,300,1304
2009,11-24,400,86
2009,11-24,500,455
2009,11-24,600,1843
2009,11-24,700,2650
2009,11-24,800,544
2009,11-24,900,690
2009,11-25,0,11172
2009,11-25,100,394
2009,11-25,200,364
2009,11-25,300,1477
2009,11-25,400,122
2009,11-25,500,414
2009,11-25,600,2278
2009,11-25,700,2806
2009,11-25,800,581
2009,11-25,900,887
2009,11-27,0,6650
2009,11-27,100,296
2009,11-27,200,220
2009,11-27,300,928
2009,11-27,400,78
2009,11-27,500,336
2009,11-27,600,1463
2009,11-27,700,1958
2009,11-27,800,402
2009,11-27,900,574
2009,11-28,0,7871
2009,11-28,100,310
2009,11-28,200,288
2009,11-28,300,971
2009,11-28,400,53
2009,11-28,500,348
2009,11-28,600,1545
2009,11-28,700,1999
2009,11-28,800,409
2009,11-28,900,696
2009,11-29,0,4048
2009,11-29,100,147
2009,11-29,200,138
2009,11-29,300,584
2009,11-29,400,39
2009,11-29,500,193
2009,11-29,600,778
2009,11-29,700,1216
2009,11-29,800,273
2009,11-29,900,299
2009,11-30,0,8776
2009,11-30,100,270
2009,11-30,200,291
2009,11-30,300,1083
2009,11-30,400,81
2009,11-30,500,348
2009,11-30,600,1790
2009,11-30,700,2301
2009,11-30,800,467
2009,11-30,900,708
2009,12-01,0,8480
2009,12-01,100,371
2009,12-01,200,290
2009,12-01,300,1084
2009,12-01,400,76
2009,12-01,500,412
2009,12-01,600,1708
2009,12-01,700,2114
2009,12-01,800,482
2009,12-01,900,736
2009,12-02,0,8827
2009,12-02,100,385
2009,12-02,200,314
2009,12-02,300,1179
2009,12-02,400,73
2009,12-02,500,453
2009,12-02,600,1919
2009,12-02,700,2377
2009,12-02,800,558
2009,12-02,900,852
2009,12-03,0,8071
2009,12-03,100,299
2009,12-03,200,220
2009,12-03,300,1064
2009,12-03,400,95
2009,12-03,500,340
2009,12-03,600,1763
2009,12-03,700,1880
2009,12-03,800,458
2009,12-03,900,712
2009,12-04,0,7277
2009,12-04,100,256
2009,12-04,200,256
2009,12-04,300,906
2009,12-04,400,65
2009,12-04,500,355
2009,12-04,600,1368
2009,12-04,700,1901
2009,12-04,800,454
2009,12-04,900,619
2009,12-05,0,7583
2009,12-05,100,349
2009,12-05,200,276
2009,12-05,300,1108
2009,12-05,400,82
2009,12-05,500,405
2009,12-05,600,1707
2009,12-05,700,2279
2009,12-05,800,447
2009,12-05,900,619
2009,12-06,0,3482
2009,12-06,100,179
2009,12-06,200,146
2009,12-06,300,593
2009,12-06,400,41
2009,12-06,500,192
2009,12-06,600,808
2009,12-06,700,1004
2009,12-06,800,201
2009,12-06,900,356
2009,12-07,0,6707
2009,12-07,100,283
2009,12-07,200,265
2009,12-07,300,963
2009,12-07,400,94
2009,12-07,500,319
2009,12-07,600,1557
2009,12-07,700,2218
2009,12-07,800,402
2009,12-07,900,660
2009,12-08,0,7547
2009,12-08,100,355
2009,12-08,200,269
2009,12-08,300,986
2009,12-08,400,74
2009,12-08,500,405
2009,12-08,600,1606
2009,12-08,700,1976
2009,12-08,800,534
2009,12-08,900,633
2009,12-09,0,8623
2009,12-09,100,424
2009,12-09,200,333
2009,12-09,300,1286
2009,12-09,400,70
2009,12-09,500,422
2009,12-09,600,2073
2009,12-09,700,2415
2009,12-09,800,538
2009,12-09,900,797
2009,12-10,0,7626
2009,12-10,100,397
2009,12-10,200,246
2009,12-10,300,1036
2009,12-10,400,93
2009,12-10,500,403
2009,12-10,600,1916
2009,12-10,700,1899
2009,12-10,800,471
2009,12-10,900,702
2009,12-11,0,6935
2009,12-11,100,309
2009,12-11,200,260
2009,12-11,300,883
2009,12-11,400,78
2009,12-11,500,238
2009,12-11,600,1374
2009,12-11,700,1640
2009,12-11,800,413
2009,12-11,900,639
2009,12-12,0,7164
2009,12-12,100,319
2009,12-12,200,251
2009,12-12,300,1018
2009,12-12,400,87
2009,12-12,500,280
2009,12-12,600,1637
2009,12-12,700,2245
2009,12-12,800,489
2009,12-12,900,758
2009,12-13,0,3701
2009,12-13,100,144
2009,12-13,200,100
2009,12-13,300,430
2009,12-13,400,33
2009,12-13,500,218
2009,12-13,600,696
2009,12-13,700,1039
2009,12-13,800,300
2009,12-13,900,398
2009,12-14,0,6909
2009,12-14,100,219
2009,12-14,200,248
2009,12-14,300,911
2009,12-14,400,64
2009,12-14,500,294
2009,12-14,600,1361
2009,12-14,700,2025
2009,12-14,800,408
2009,12-14,900,580
2009,12-15,0,7147
2009,12-15,100,346
2009,12-15,200,221
2009,12-15,300,989
2009,12-15,400,71
2009,12-15,500,314
2009,12-15,600,1421
2009,12-15,700,2040
2009,12-15,800,461
2009,12-15,900,547
2009,12-16,0,8298
2009,12-16,100,389
2009,12-16,200,274
2009,12-16,300,1165
2009,12-16,400,85
2009,12-16,500,371
2009,12-16,600,1838
2009,12-16,700,2245
2009,12-16,800,548
2009,12-16,900,752
